,PBW_Adj_close,VIX,OVX,VXN,EPU,EMU,EMV_IDT,MA50,MA200,RSI,WAD,StoSLOWD,StoFASTK,StoFASTD,ADX,MACD,MACD Signal,PriceRateOfChange,onBalanceVolume,MFI
2012-02-01,22.597118377685547,18.549999237060547,32.18000030517578,19.040000915527344,123.13,12.93,0.0,20.65778633117676,26.88763662338257,61.23616238991861,-382.19924273324193,-133.98793811526542,-282.199242733242,-185.78138607131095,31.876154353469904,0.5584650306131174,0.5206037712101036,3.5088016657306653,1276740.0,75.48166293287181
2012-02-02,22.826913833618164,17.979999542236328,31.809999465942383,18.889999389648438,103.72,15.41,0.0,20.70131805419922,26.816098775863647,63.0551487801017,-412.7477373395647,-183.7590314400347,-312.7477373395647,-246.92169139320944,32.09876361657155,0.57250080013808,0.5309831769956989,1.880336365201174,1311000.0,71.0858442119618
2012-02-03,23.516321182250977,17.100000381469727,30.709999084472656,18.209999084472656,145.63,20.48,0.0,20.771591987609863,26.748947544097902,67.91889744817095,-287.59513364524076,-231.18348290128998,-187.5951336452408,-260.8473712393494,33.132921981719896,0.6319687180313309,0.5511802852028252,8.289244550262787,1345520.0,73.50331335824856
2012-02-06,23.707820892333984,17.760000228881836,31.200000762939453,18.649999618530273,153.87,11.88,1.39,20.84645797729492,26.67937116622925,69.13443486484127,-270.0806313746046,-243.74785447300974,-170.08063137460456,-223.47450078647026,34.211479866039575,0.6866347990308839,0.578271187968437,8.787349651562115,1395380.0,74.08760271507167
2012-02-07,23.554622650146484,17.649999618530273,32.40999984741211,18.75,103.69,85.07,0.0,20.92664207458496,26.60752534866333,66.9490213524017,-272.5591486150568,-220.35561441248467,-172.5591486150568,-176.7449712116343,35.2536840665564,0.7094185092801837,0.6045006522307863,4.237284845161771,1367020.0,73.93949384771933
2012-02-08,24.129121780395508,18.15999984741211,32.31999969482422,18.989999771118164,106.66,13.02,0.38,21.025936126708984,26.538364114761354,70.69068811401658,-230.3398894453312,-185.95978726992303,-130.3398894453312,-157.65988981166444,36.57386998598513,0.7650134435491545,0.6366032104944599,8.996565610318207,1493340.0,72.07749757128697
2012-02-09,24.703624725341797,18.6299991607666,32.43000030517578,18.899999618530273,93.89,20.12,0.29,21.119956130981446,26.471323671340944,73.87571277596301,-187.71640253779572,-154.87000262978677,-87.71640253779572,-130.20514686606148,38.367772450361976,0.8456819210655837,0.6784189526086847,11.206891148338393,1589320.0,85.23685176200334
2012-02-10,23.746122360229492,20.790000915527344,32.83000183105469,20.940000534057617,168.02,27.57,0.4,21.200160217285156,26.398744068145753,61.81824457896803,-211.07010572288007,-132.52461197102065,-111.07010572288007,-109.70879923533592,39.36232682603306,0.8228643638280069,0.7073080348525491,7.638901077106008,1544860.0,79.02935766603673
2012-02-13,23.746122360229492,19.040000915527344,33.29999923706055,19.600000381469727,91.89,22.98,1.35,21.254456062316894,26.325976419448853,61.81824457896804,-230.76999370829583,-116.5887044747961,-130.76999370829583,-109.8521673229908,40.28584160344193,0.7956099886267403,0.7249684256073874,7.826114746605994,1544860.0,81.23052605547268
2012-02-14,23.171621322631836,19.540000915527344,33.63999938964844,20.18000030517578,122.49,16.93,0.99,21.295737953186034,26.24845703125,55.513423314290264,-252.83222863927193,-117.03946974949213,-152.83222863927193,-131.55744269014954,39.31375055215026,0.7193609225652295,0.7238469249989559,4.671324832125379,1505720.0,76.30188492279922
2012-02-15,22.865217208862305,21.139999389648438,34.849998474121094,22.350000381469727,65.95,6.66,0.0,21.333177757263183,26.170721101760865,52.44143783032323,-261.22685838386496,-129.89532341898388,-161.226858383865,-148.27636024381115,38.232578885422235,0.6269812871158749,0.7044737974223396,2.22605936038911,1475220.0,68.55211279774981
2012-02-16,23.401418685913086,19.219999313354492,33.9900016784668,20.889999389648438,128.4,5.35,0.0,21.372197532653807,26.099424800872804,56.9328731202767,-246.53641309914238,-144.45521210268473,-146.53641309914238,-153.53183337409334,37.28556526623821,0.5902329009631266,0.681625618130497,2.516787229681583,1499520.0,68.8427235781405
2012-02-17,23.746122360229492,17.780000686645508,33.04999923706055,19.760000228881836,180.16,13.71,0.0,21.424207496643067,26.03417426109314,59.57588743607881,-237.09248076452772,-150.03114812236106,-137.09248076452772,-148.28525074917857,37.35479841850253,0.5822128584702568,0.661743066198449,5.6218056331824195,1531900.0,72.77106538688868
2012-02-21,23.822717666625977,18.190000534057617,34.68000030517578,19.920000076293945,109.8,34.94,0.0,21.477749366760253,25.969870529174806,60.1609516034913,-259.9176025676372,-149.88863875568043,-159.91760256763718,-147.84883214376933,37.419086345605116,0.5754046119166425,0.6444753753420878,7.986100273804753,1559260.0,77.6687624681766
2012-02-22,23.592920303344727,18.190000534057617,33.66999816894531,19.719999313354492,119.14,12.77,0.37,21.544221229553223,25.902726469039916,57.47339615411779,-288.75665304841095,-152.68544278438003,-188.75665304841098,-161.92224546019216,36.972618693662355,0.5451817845041447,0.6246166571744991,4.406765097281284,1518180.0,71.61503900366452
2012-02-23,23.171621322631836,16.799999237060547,33.209999084472656,18.40999984741211,58.2,10.54,0.0,21.59312313079834,25.831972465515136,52.81506256866143,-348.240561868596,-169.58089447739215,-248.240561868596,-198.97160582821493,35.151559462249274,0.4816821373918536,0.59602975321797,1.5100923914909803,1499760.0,68.03098031285703
2012-02-24,22.712013244628906,17.309999465942383,33.79999923706055,18.270000457763672,66.25,26.76,0.0,21.639690895080566,25.758356647491453,48.223076454978234,-345.99944005716594,-196.1864676488217,-245.99944005716594,-227.66555165805786,33.0054353374169,0.38977855423080143,0.5547795134205363,-3.4202115687598456,1462940.0,62.388994590937074
2012-02-27,22.712013244628906,18.190000534057617,34.119998931884766,19.420000076293945,87.58,45.99,0.67,21.700736808776856,25.68981491088867,48.223076454978234,-284.9407039235266,-217.6769087009009,-184.94070392352657,-226.39356861642975,31.106159135204603,0.3133324015635317,0.5064900910491354,-4.200333941391787,1462940.0,53.76591923351063
2012-02-28,22.826913833618164,17.959999084472656,33.52000045776367,19.549999237060547,73.57,75.58,0.0,21.77779666900635,25.620344285964965,49.49620069309425,-281.5612763522535,-219.40875346182335,-181.5612763522535,-204.16714011098225,28.986196581120563,0.2590338115405828,0.4569988351474249,-3.0894522376217926,1522380.0,55.80031343981086
2012-02-29,22.060911178588867,18.43000030517578,32.52000045776367,19.829999923706055,51.9,84.35,0.38,21.839536476135255,25.549486694335936,42.06951923657613,-283.26263082315904,-204.6051930312418,-183.26263082315907,-183.2548703663133,27.996975006400586,0.15243460400983366,0.39608598891990665,-8.571429248979234,1455480.0,40.4164526512957
2012-03-01,21.83110809326172,17.260000228881836,33.20000076293945,18.68000030517578,91.38,10.43,0.0,21.89622081756592,25.480862789154052,40.124419142823456,-305.1966740534856,-192.47629029564288,-205.19667405348557,-190.00686040963296,27.34946172279823,0.04884768983275123,0.3266383291024756,-11.627915595452498,1435080.0,27.46597272248635
2012-03-02,21.52470588684082,17.290000915527344,32.90999984741211,18.229999542236328,66.24,6.69,0.39,21.956735076904298,25.412022352218628,37.62644299769815,-290.5883094417106,-188.75920073846612,-190.58830944171058,-193.01587143945198,27.16243796273866,-0.0573091589929291,0.24984883148339465,-9.354859878550725,1379700.0,27.160225446830577
2012-03-05,21.026805877685547,18.049999237060547,33.34000015258789,19.56999969482422,74.99,32.81,0.0,21.990439186096193,25.338061418533325,33.9298902140167,-250.5522911123433,-188.37838557275504,-150.5522911123433,-182.11242486918005,27.667359674988763,-0.17954590271782322,0.16396988464315107,-11.451623306289004,1249620.0,23.147487590749012
2012-03-06,20.56720542907715,20.8700008392334,34.34000015258789,21.420000076293945,73.46,33.54,0.0,22.014185371398927,25.262178325653075,30.911047646756,-231.2167117470189,-177.52691124744106,-131.2167117470189,-157.45243743369116,28.56203926638764,-0.30993260777340836,0.06918938615983918,-11.239679163110361,1193100.0,22.74536101320327
2012-03-07,20.643802642822266,19.06999969482422,32.93000030517578,20.420000076293945,90.74,13.23,0.39,22.02950538635254,25.18874536514282,31.996981600337055,-227.2124651610796,-158.63067276989514,-127.21246516107959,-136.32715600681416,29.430389237929386,-0.40244511909628145,-0.02513751489138495,-9.715256783911252,1231360.0,22.61255816962804
2012-03-08,21.026805877685547,17.950000762939453,32.119998931884766,19.049999237060547,54.01,81.81,0.0,22.05401744842529,25.121737785339356,37.30352907623898,-219.2332298331626,-139.8890207847531,-119.2332298331626,-125.88746891375392,29.52865847974377,-0.43978719761831186,-0.10806745143677034,-10.147302777232825,1317020.0,28.535988522612527
2012-03-09,21.563013076782227,17.110000610351562,31.420000076293945,18.110000610351562,76.37,20.74,0.41,22.092317695617677,25.058350801467896,43.90339787440745,-208.0622447430682,-126.79464605544615,-108.06224474306818,-118.16931324577034,28.524871273294366,-0.4212576284683962,-0.17070548684309553,-9.193540108694053,1355060.0,28.714002541573258
2012-03-12,21.294906616210938,15.640000343322754,30.0,16.709999084472656,130.28,22.8,0.0,22.132915840148925,24.992307863235474,41.54832141669556,-225.40443460710597,-120.54113951799002,-125.40443460710596,-117.56663639444578,27.375574344715876,-0.42332691298661373,-0.22122977207179917,-10.610926451755464,1329100.0,28.27813587524731
2012-03-13,21.984312057495117,14.800000190734863,29.450000762939453,16.440000534057617,59.01,8.61,1.01,22.18423812866211,24.928584365844728,49.10807844751165,-220.65030435483823,-117.92498140285126,-120.65030435483824,-118.03899456833767,25.80991842778823,-0.3651286031136962,-0.2500095382801786,-6.8181820019184265,1354680.0,32.615298377109916
2012-03-14,21.792810440063477,15.3100004196167,29.309999465942383,17.59000015258789,101.42,6.66,0.78,22.231730384826662,24.862212018966673,47.2788815053356,-237.69969540705202,-121.17459191748303,-137.699695407052,-127.91814478966562,24.21494223909836,-0.3306471092691936,-0.2661370524779816,-5.950429032869042,1320840.0,36.63485435717051
2012-03-15,22.25241470336914,15.420000076293945,29.440000534057617,17.25,83.56,16.45,0.0,22.275392684936524,24.794003267288208,51.908761875599154,-238.38723989633414,-126.06762863691499,-138.38723989633414,-132.24574655274168,22.65866352595909,-0.26320004768265903,-0.2655496515189171,-2.023592256263129,1462640.0,49.27488597449625
2012-03-16,22.37929916381836,14.470000267028809,28.68000030517578,16.469999313354492,106.65,49.0,0.41,22.323890647888184,24.732254705429078,53.13243828126579,-234.48310265174277,-132.3401902202613,-134.4831026517428,-136.85667931837654,21.42139078278098,-0.19723564021939666,-0.251886849259013,-1.4649255318184062,1524400.0,56.77988873949437
2012-03-19,22.340848922729492,15.039999961853027,26.850000381469727,16.549999237060547,105.58,23.1,0.0,22.369321632385255,24.6703138923645,52.69487155309783,-249.4627097274755,-136.62670332098975,-149.4627097274755,-140.77768409185103,20.344112428185444,-0.14637368049635668,-0.23078421550648173,-2.129350092752458,1485700.0,55.57865090158348
2012-03-20,22.26395034790039,15.579999923706055,27.8700008392334,16.350000381469727,63.51,16.67,0.0,22.414746627807617,24.610055770874023,51.776494350417636,-275.92356840352625,-143.64138566815868,-175.92356840352628,-153.2897935942484,19.484090528211556,-0.11099084986784646,-0.20682554237875467,0.9203571315249404,1432520.0,56.59709675707888
2012-03-21,21.91787338256836,15.130000114440918,26.93000030517578,16.229999542236328,66.71,6.74,0.39,22.447122039794923,24.55126205444336,47.7436843561104,-289.4952181633499,-155.23154770585006,-189.49521816334988,-171.62716543145075,18.685498763950086,-0.10961168521538411,-0.18738277094608055,0.39743877835234365,1413060.0,56.663843585443566
2012-03-22,21.610260009765625,15.569999694824219,27.510000228881836,16.829999923706055,75.81,10.76,0.0,22.465685119628905,24.490366458892822,44.43101170746077,-301.55849129425985,-171.30312832647044,-201.55849129425985,-188.9924259537122,18.61459722154128,-0.13182096560908008,-0.17627040987868045,0.39746941665348423,1396200.0,59.528900475760196
2012-03-23,21.80251693725586,14.819999694824219,28.170000076293945,16.56999969482422,74.64,14.0,0.0,22.46511329650879,24.434754543304443,46.91033982915808,-294.0190016859471,-185.21460947767181,-194.0190016859471,-195.02423704785247,18.548760075018816,-0.13238243078316714,-0.16749281405957778,3.689153093830222,1415860.0,72.34749259880904
2012-03-26,22.033231735229492,14.260000228881836,27.889999389648438,15.920000076293945,135.98,11.52,0.0,22.457665672302245,24.380484075546264,49.80463783483106,-284.9713598427447,-192.51098242529403,-184.97135984274468,-193.5162842743174,18.016450052559264,-0.11290909419193795,-0.15657607008604982,7.12798008075386,1440000.0,79.65967615386147
2012-03-27,21.91787338256836,15.59000015258789,27.530000686645508,17.020000457763672,84.91,17.15,0.0,22.461698913574217,24.327516012191772,48.38428606995729,-314.1332190546687,-195.41612717220787,-214.1332190546687,-197.70786019445367,17.24481910164779,-0.10556786893597447,-0.14637442985603474,6.171686301162538,1413260.0,80.86976861603958
2012-03-28,21.456449508666992,15.470000267028809,28.030000686645508,17.280000686645508,80.81,6.63,0.0,22.454971694946288,24.273180503845214,43.09074995614968,-423.9760106894092,-210.75033588812627,-323.9760106894092,-241.0268631956077,17.578017912995893,-0.13542188616703754,-0.1441839211182353,2.0433138227494707,1386920.0,74.25614265272193
2012-03-29,21.379545211791992,15.479999542236328,28.940000534057617,17.270000457763672,99.07,10.84,0.32,22.430620231628417,24.21470191001892,42.26087013251183,-428.13300313836436,-242.4940447836252,-328.13300313836436,-288.74741096081425,18.13008749572898,-0.1634033320541448,-0.1480278033054172,-0.8508452150770229,1362240.0,69.19424813024048
2012-03-30,21.379545211791992,15.5,29.0,17.190000534057617,131.3,20.68,0.0,22.415461006164552,24.15998188018799,42.26087013251183,-428.13300313836436,-285.5072043817116,-328.13300313836436,-326.7473389887128,18.43784466169608,-0.18346397105909418,-0.1551150368561526,0.3974593413648586,1362240.0,68.92163340468396
2012-04-02,21.187278747558594,15.640000343322754,28.459999084472656,16.700000762939453,71.2,11.68,0.0,22.39492431640625,24.106555652618407,40.025788692327104,-426.9853746485208,-314.41507008598126,-326.98537464852075,-327.7504603084167,18.856902473143037,-0.21242773413790061,-0.1665775763125022,-3.625463957444097,1344840.0,65.21872967166551
2012-04-03,20.879663467407227,15.65999984741211,27.950000762939453,16.81999969482422,117.31,76.99,0.0,22.37129936218262,24.050839681625366,36.68300079785781,-366.1016766429326,-320.52371692457854,-266.1016766429326,-307.0733514766061,19.753739547659638,-0.257238422896755,-0.18470974562935277,-4.19012947030245,1231360.0,51.5173170084182
2012-04-04,20.341331481933594,16.440000534057617,28.729999542236328,17.950000762939453,78.88,6.68,0.78,22.337673835754394,23.992620000839235,31.694403286177597,-303.68377052582713,-300.1380285747055,-203.68377052582713,-265.5902739390937,21.277957437552278,-0.3323588824704302,-0.21423957299756827,-8.588206030270495,1168220.0,32.228613311293245
2012-04-05,20.149063110351562,16.700000762939453,28.030000686645508,17.959999084472656,58.01,5.44,0.0,22.29790496826172,23.930807886123656,30.118983595456772,-290.5059439651179,-264.2535852645531,-190.50594396511792,-220.09713037795942,22.88129153259133,-0.40276402565326563,-0.25194446352870775,-9.96562062619245,1144820.0,21.818234166302087
2012-04-09,19.687637329101562,18.809999465942383,29.84000015258789,20.18000030517578,87.04,24.05,0.7,22.24431156158447,23.86593695640564,26.690171081568124,-268.92465863909035,-224.46406512013286,-168.92465863909038,-187.70479104334535,24.83981220067816,-0.4901437411736822,-0.29958431905770266,-11.876055394334472,1120460.0,14.038336658942033
2012-04-10,19.418476104736328,20.389999389648438,31.6200008392334,21.59000015258789,78.05,221.99,0.0,22.176142807006837,23.7987806224823,24.908810883359124,-248.87072586745958,-192.41189919284253,-148.87072586745958,-169.43377615722284,26.989827932559216,-0.5744894992524472,-0.35456535509665155,-12.780635056673162,1084280.0,14.72536921489229
2012-04-11,20.033708572387695,20.020000457763672,30.690000534057617,21.299999237060547,167.23,19.66,0.38,22.127172660827636,23.735640048980713,35.504752049262336,-236.43442789713544,-169.5161682228212,-136.43442789713544,-151.40993746789533,28.291130929221094,-0.5849470957778422,-0.40064170323288967,-8.59647638844,1111700.0,20.16691300764515
2012-04-12,20.264419555664062,17.200000762939453,29.40999984741211,19.34000015258789,43.06,16.15,0.63,22.09124282836914,23.67290132522583,38.981898286882505,-230.28213500976562,-153.12426996107953,-130.28213500976562,-138.5290962581204,28.740832749744538,-0.5680700106770828,-0.4341273647217283,-6.2277846425419225,1125940.0,23.315615243283325
2012-04-13,19.995254516601562,19.549999237060547,29.610000610351562,21.440000534057617,63.72,6.97,0.0,22.03920555114746,23.606749649047853,36.508872079862,-237.45986938476562,-141.5548370521905,-137.45986938476562,-134.72547743055577,29.310994821797248,-0.5698453458575194,-0.46127096094888653,-8.289237549294459,1107040.0,18.973959262337274
2012-04-16,19.687637329101562,19.549999237060547,29.780000686645508,22.56999969482422,78.95,10.91,0.0,21.97642002105713,23.538496131896974,33.86470066337979,-245.66299438476562,-137.01874664948068,-145.66299438476562,-137.80166625976582,30.13744747084672,-0.5892815767440993,-0.48687308410792907,-10.645712051298851,1084540.0,13.548465638412857
2012-04-17,20.225963592529297,18.459999084472656,28.739999771118164,20.6299991607666,82.11,23.95,0.47,21.910612869262696,23.47049108505249,41.80756870334145,-238.70519545481653,-137.71216558836815,-138.70519545481653,-140.6093530747828,30.13739487780643,-0.5548505277721816,-0.5004685728407796,-7.719315466913256,1120820.0,20.927421446748887
2012-04-18,19.76453971862793,18.639999389648438,28.360000610351562,21.260000228881836,90.56,87.59,1.1,21.831747245788574,23.398487634658814,37.63524541245869,-288.9634799671535,-145.39608086782025,-188.96347996715346,-157.77722326891208,30.195218842744264,-0.558360293843041,-0.5120469170412318,-7.885320399144524,1109880.0,21.718714525215823
2012-04-19,19.687637329101562,18.360000610351562,28.309999465942383,20.989999771118164,89.96,71.88,0.0,21.754407539367676,23.327603101730347,36.97298018176358,-291.66180906305027,-157.16557927956728,-191.66180906305024,-173.11016149500696,30.59276295581552,-0.5608816938454702,-0.5218138724020795,-7.913675739731119,1075940.0,21.3858153153597
2012-04-20,19.610729217529297,17.440000534057617,27.100000381469727,20.170000076293945,35.44,6.65,0.78,21.66403968811035,23.25689778327942,36.28530247294496,-305.158105028476,-175.38283870560417,-205.158105028476,-195.26113135289344,30.961911060810255,-0.562600455524418,-0.5299711890265473,-8.273403277479897,1061020.0,16.860455951380985
2012-04-23,19.110851287841797,18.969999313354492,26.90999984741211,21.309999465942383,61.67,289.11,0.0,21.552184219360353,23.182565488815307,32.10549432607721,-282.97163645426434,-187.21171434327695,-182.97163645426434,-193.26385018193037,32.118517261741246,-0.5974119645582157,-0.543459344132881,-9.800349938550102,1024120.0,16.27136468391635
2012-04-24,19.110851287841797,18.100000381469727,26.110000610351562,21.030000686645508,199.47,42.23,0.0,21.4594787979126,23.10973666191101,32.10549432607722,-333.58077457821224,-198.5872734072694,-233.58077457821224,-207.23683868698436,33.19250873403431,-0.6178778253162243,-0.5583430403695496,-8.471459237484902,1024120.0,21.62341817831938
2012-04-25,19.380014419555664,16.81999969482422,25.68000030517578,18.469999313354492,87.5,6.38,0.37,21.37215663909912,23.043327617645264,36.6617945392856,-360.9992980957031,-208.78375285943605,-260.9992980957031,-225.8505697093934,32.9924132245851,-0.6053992860546806,-0.5677542895065758,-4.725929879426705,1071600.0,36.21076065127487
2012-04-26,19.572280883789062,16.239999771118164,24.6200008392334,17.829999923706055,89.07,45.75,0.3,21.300169830322265,22.979571266174318,39.77104481158207,-357.8319204273246,-227.96380203226374,-257.8319204273246,-250.80399770041345,32.69373799717191,-0.5733860198447722,-0.5688806355742151,-2.862575909379028,1083260.0,40.9967511567915
2012-04-27,19.687637329101562,16.31999969482422,24.34000015258789,17.520000457763672,177.79,27.06,0.79,21.23661823272705,22.915640029907227,41.62268687215121,-351.9162018112976,-244.52345806263847,-251.91620181129755,-256.91580677810856,32.06972110643457,-0.5325678638451912,-0.5616180812284103,0.0,1120240.0,50.108388789367844
2012-04-30,19.533823013305664,17.149999618530273,25.149999618530273,18.770000457763672,111.81,45.16,0.66,21.159266319274902,22.853758525848388,39.86289960804203,-359.8041200710903,-254.74573952725322,-259.8041200710903,-256.5174141032376,31.4902768507499,-0.5067887655176087,-0.55065221808625,0.5940059763041905,1095840.0,51.8486130298337
2012-05-01,19.802989959716797,16.600000381469727,25.1200008392334,18.65999984741211,91.67,49.79,0.0,21.080403671264648,22.79209535598755,44.300905234659744,-346.00067882088615,-255.33562926081257,-246.00067882088615,-252.5736669010915,29.45246549768177,-0.4593440885897806,-0.5323905921869561,-1.1516520360533522,1114800.0,50.58231671774962
2012-05-02,19.72608757019043,16.8799991607666,25.030000686645508,18.40999984741211,125.35,6.45,0.38,20.998471069335938,22.73399423599243,43.317325019181034,-349.944393418763,-253.66915948041415,-249.944393418763,-251.91639743691334,27.560212098404225,-0.4230723062456967,-0.5105269349987042,-2.656537898827527,1095200.0,45.438621458932715
2012-05-03,19.264659881591797,17.559999465942383,27.459999084472656,19.190000534057617,81.3,21.89,0.0,20.91190586090088,22.67001527786255,37.882513680146694,-373.6073656956789,-253.66918121659367,-273.60736569567894,-256.5174793117762,26.50267241465399,-0.42664195271622773,-0.4937499385422089,-3.65384013693435,1068060.0,44.43853018294933
2012-05-04,18.841684341430664,19.15999984741211,29.790000915527344,21.100000381469727,87.03,26.88,0.0,20.825307121276854,22.602793912887574,33.707604619990626,-376.0155007024628,-258.31876556255264,-276.0155007024628,-266.5224199389684,26.266064979300655,-0.45831830625765946,-0.486663612085299,-4.296874091745084,1030860.0,42.7809279936133
2012-05-07,18.764781951904297,18.940000534057617,29.06999969482422,21.059999465942383,164.79,22.19,0.65,20.746362495422364,22.533120851516724,32.995614902594006,-374.26090240478516,-265.88927406168455,-274.26090240478516,-274.6279229343092,26.378334815627106,-0.48404762507703936,-0.4861404146836471,-7.224286911920997,1012660.0,34.19681122482727
2012-05-08,18.457157135009766,19.049999237060547,29.059999465942383,21.280000686645508,218.27,24.91,0.0,20.66126537322998,22.460406217575073,30.2436304834453,-324.7018376512269,-266.49214104203423,-224.70183765122695,-258.3260802528252,26.969253333789258,-0.5232295824789404,-0.4935582482427058,-6.614788921120008,960420.0,30.691185681995968
2012-05-09,18.264896392822266,20.079999923706055,29.270000457763672,21.979999542236328,159.06,32.12,0.38,20.57002502441406,22.38898543357849,28.63610586220904,-285.18234939094253,-253.66745544537312,-185.18234939094256,-228.0483631489851,27.94877765497349,-0.5633020062306713,-0.5075069998402989,-7.226570220166806,932020.0,31.34275958660519
2012-05-10,18.187992095947266,18.829999923706055,28.610000610351562,21.329999923706055,72.03,25.56,0.3,20.49256664276123,22.3179318523407,27.995116728059617,-287.92893217057696,-228.54849437979752,-187.92893217057696,-199.27103973758236,28.85833595321599,-0.5944131994480593,-0.524888239761851,-7.254891471910696,803400.0,49.83914023627332
2012-05-11,18.187992095947266,19.889999389648438,28.790000915527344,21.790000915527344,81.38,13.78,0.0,20.41970432281494,22.252516145706178,27.995116728059628,-287.92893217057696,-204.77760248797767,-187.92893217057696,-187.0134045773657,29.86643515578454,-0.612014126334067,-0.5423134170762942,-4.828980028124907,803400.0,52.2661969994326
2012-05-14,17.841917037963867,21.8700008392334,30.959999084472656,23.479999542236328,124.65,78.99,0.0,20.3460485458374,22.1861217212677,25.06676004973447,-271.2284492703777,-189.5488496173751,-171.2284492703777,-182.3621045371774,31.162622805611985,-0.6464366334903389,-0.5631380603591032,-6.639862509344196,782280.0,50.11032720633287
2012-05-15,17.6112003326416,21.969999313354492,32.130001068115234,23.59000015258789,146.71,98.34,0.48,20.277736434936525,22.118385725021362,23.315765502086585,-250.39993498430448,-179.74264930765432,-150.39993498430448,-169.85243880841992,32.68901014266432,-0.6844437864334658,-0.5873992055739757,-9.127000881532975,753480.0,41.95938559172632
2012-05-16,17.149770736694336,22.270000457763672,31.479999542236328,24.170000076293945,117.36,59.0,0.0,20.209387741088868,22.048718481063844,20.26661478680198,-230.38550647098077,-167.62861341805058,-130.38550647098077,-150.67129690855452,34.506310012404256,-0.7432307397102456,-0.6185655124012297,-12.377250058276012,730540.0,38.61038899254498
2012-05-17,16.61144256591797,24.489999771118164,32.619998931884766,26.5,93.44,40.89,0.3,20.12874053955078,21.982937059402467,17.406593057111007,-207.2808220386154,-149.95971896053604,-107.28082203861541,-129.35542116463375,36.64535696687402,-0.8237625857900497,-0.6596049270789937,-15.625007266039347,692420.0,30.801855334844436
2012-05-18,16.150014877319336,25.100000381469727,33.18000030517578,27.549999237060547,130.74,28.02,0.0,20.031204719543457,21.914472694396974,15.400446486827684,-187.03677474387663,-129.42036194144865,-87.03677474387662,-108.23436775115779,39.00833795346762,-0.9142787755608417,-0.7105396967753632,-17.3228155782993,675320.0,31.507007708520085
2012-05-21,16.45762825012207,22.010000228881836,30.010000228881836,24.299999237060547,206.0,11.51,0.67,19.929097023010254,21.85976161003113,21.865580296809497,-190.5643667190106,-110.85014780543082,-90.5643667190106,-94.96065450050106,41.20253458387595,-0.9502379283991544,-0.7584793431001214,-16.89321519831023,693660.0,30.9009261689417
2012-05-22,16.38072967529297,22.479999542236328,29.75,24.520000457763672,129.21,25.44,0.5,19.830813484191893,21.806921186447145,21.424798196659083,-193.10982117808996,-97.81066993288375,-93.10982117808996,-90.23698754699258,42.58235100393058,-0.9737164908269449,-0.8015267726454861,-16.959054262503038,678060.0,34.41010739317779
2012-05-23,16.4960880279541,22.329999923706055,30.899999618530273,24.06999969482422,93.86,33.3,0.0,19.721049003601074,21.767812490463257,23.90305110298076,-200.09204640107995,-93.26212893785129,-100.09204640107995,-94.58874476606036,44.10466591004069,-0.9718125159831352,-0.835583921313016,-14.371246991405151,696860.0,35.33077158623265
2012-05-24,16.38072967529297,21.540000915527344,30.1200008392334,24.200000762939453,99.17,15.62,0.0,19.612807388305665,21.717790994644165,23.117830165461037,-216.51387532552084,-96.02143776042776,-116.51387532552084,-103.23858096823044,45.51824403714293,-0.9684483870045888,-0.8621568144513305,-13.061224365840495,682640.0,40.485839306573254
2012-05-25,16.303821563720703,21.760000228881836,30.190000534057617,23.989999771118164,106.54,13.99,0.41,19.493835525512694,21.672834825515746,22.585146680634963,-220.16695998589594,-103.3616509905966,-120.16695998589593,-112.2576272374991,46.83085229802357,-0.9609113445741215,-0.8819077204758887,-13.11478275895367,637220.0,38.50149301262943
2012-05-29,16.649898529052734,21.030000686645508,30.719999313354492,23.329999923706055,111.45,40.36,0.59,19.379247512817383,21.62134024620056,30.36119101210966,-226.15696833683893,-112.14738091838274,-126.15696833683894,-120.94593454941877,46.79438847193585,-0.9164484184317487,-0.8888158600670607,-9.791641219378256,684320.0,49.217386075787914
2012-05-30,16.38072967529297,24.139999389648438,33.31999969482422,25.350000381469727,75.26,20.44,0.0,19.26004512786865,21.567184343338013,28.005018469882405,-234.4390869140625,-120.0415222886168,-134.4390869140625,-126.92100507893265,46.99168539664326,-0.892641095190708,-0.8895809070917902,-10.31578103158437,655120.0,49.46815026729318
2012-05-31,16.38072967529297,24.059999465942383,34.790000915527344,25.889999389648438,108.36,128.82,0.0,19.142380714416504,21.508706102371217,28.005018469882405,-240.94418667895573,-127.23789564610131,-140.94418667895573,-133.84674730995258,47.3527922651562,-0.8638160858686312,-0.8844279428471584,-9.936569199724909,655120.0,26.612524786007647
2012-06-01,15.996203422546387,26.65999984741211,41.630001068115234,28.6299991607666,169.4,307.89,0.4,19.023947315216063,21.452627568244935,24.814479758188725,-260.4757520051827,-135.35136475165078,-160.47575200518273,-145.2863418660672,47.941119688799326,-0.8620627900562603,-0.8799549122889788,-12.050745688905728,637980.0,26.623761954721832
2012-06-04,15.803946495056152,26.1200008392334,38.58000183105469,28.170000076293945,173.04,81.54,0.0,18.907821044921874,21.397654972076417,23.38025229786016,-244.13296286985374,-142.5502410091169,-144.13296286985374,-148.51763385133094,48.82559296111583,-0.8662017828229267,-0.8772042863957684,-11.42237428058509,615320.0,26.716338682725628
